道具ID,道具名称,道具说明,星级,道具类型,礼包掉落ID,随机道具,金币,元宝,卡牌,装备,装备碎片,经验,战功,声望,将魂,体力,好感度,使用类型,开放等级,道具icon,道具资源,可堆叠,堆叠上限,权值,内含道具,元宝价格,银币价格,产地,产出描述1,产出副本1,产出关卡1,产出描述2,产出副本2,产出关卡2,产出描述3,产出副本3,产出关卡3,产出描述4,产出副本4,产出关卡4,产出描述5,产出副本5,产出关卡5,产出描述6,产出副本6,产出关卡6
6004,疾行战魂,普通武将进化基础战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/4.png,,1,99,,,,,4 4 4,,101,10105,,102,10210,,104,10409,,,,,,,,,
6005,冲锋二阶卷轴,普通武将进化基础卷轴。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/5.png,,1,99,,,,,4 4,,102,10203,,103,10306,,,,,,,,,,,,
6006,决斗二阶卷轴,普通武将进化基础卷轴。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/6.png,,1,99,,,,,4 4,,102,10206,,103,10310,,,,,,,,,,,,
6007,狂暴二阶卷轴,普通武将进化基础卷轴。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/7.png,,1,99,,,,,4 4,,102,10209,,104,10406,,,,,,,,,,,,
6008,疾行二阶卷轴,普通武将进化基础卷轴。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/8.png,,1,99,,,,,4 4,,102,10210,,104,10410,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6011,冲锋战魂二阶,普通武将进化二阶战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/11.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6012,决斗战魂二阶,普通武将进化二阶战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/12.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6013,狂暴战魂二阶,普通武将进化二阶战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/13.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6014,疾行战魂二阶,普通武将进化二阶战魂。,1,14,,,,,,,,,,,,,,,,resource/icon/evolution/14.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6021,踏破战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/21.png,,1,99,,,,,4 4,,103,10303,,105,10503,,,,,,,,,,,,
6022,鼓舞战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/22.png,,1,99,,,,,4 4,,103,10306,,105,10509,,,,,,,,,,,,
6023,不屈战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/23.png,,1,99,,,,,4 4,,103,10309,,106,10603,,,,,,,,,,,,
6024,连环战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/24.png,,1,99,,,,,4 4,,103,10310,,106,10609,,,,,,,,,,,,
6025,狙击战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/25.png,,1,99,,,,,4 4,,104,10403,,107,10703,,,,,,,,,,,,
6026,穿杨战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/26.png,,1,99,,,,,4 4,,104,10406,,107,10709,,,,,,,,,,,,
6027,神速战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/27.png,,1,99,,,,,4 4,,104,10409,,108,10803,,,,,,,,,,,,
6028,万箭战魂,良好武将进化基础战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/28.png,,1,99,,,,,4 4,,104,10410,,108,10809,,,,,,,,,,,,
6029,踏破二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/29.png,,1,99,,,,,4 4,,103,10303,,105,10506,,,,,,,,,,,,
6030,鼓舞二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/30.png,,1,99,,,,,4 4,,103,10306,,105,10510,,,,,,,,,,,,
6031,不屈二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/31.png,,1,99,,,,,4 4,,103,10309,,106,10606,,,,,,,,,,,,
6032,连环二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/32.png,,1,99,,,,,4 4,,103,10310,,106,10610,,,,,,,,,,,,
6033,狙击二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/33.png,,1,99,,,,,4 4,,104,10403,,107,10706,,,,,,,,,,,,
6034,穿杨二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/34.png,,1,99,,,,,4 4,,104,10406,,107,10710,,,,,,,,,,,,
6035,神速二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/35.png,,1,99,,,,,4 4,,104,10409,,108,10806,,,,,,,,,,,,
6036,万箭二阶卷轴,良好武将进化基础卷轴。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/36.png,,1,99,,,,,4 4,,104,10410,,108,10810,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6041,踏破战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/41.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6042,鼓舞战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/42.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6043,不屈战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/43.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6044,连环战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/44.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6045,狙击战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/45.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6046,穿杨战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/46.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6047,神速战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/47.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6048,万箭战魂二阶,良好武将进化二阶战魂。,2,14,,,,,,,,,,,,,,,,resource/icon/evolution/48.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6051,妙计战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/71.png,,1,99,,,,,4 4 4 4,,105,10503,,106,10603,,109,10906,,113,11306,,,,,,
6052,妙手战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/72.png,,1,99,,,,,4 4 4 4,,105,10506,,106,10606,,109,10910,,113,11310,,,,,,
6053,倾城战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/73.png,,1,99,,,,,4 4 4 4,,105,10509,,106,10609,,110,11006,,114,11406,,,,,,
6054,深谋战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/74.png,,1,99,,,,,4 4 4 4,,105,10510,,106,10610,,110,11010,,114,11410,,,,,,
6055,远射战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/75.png,,1,99,,,,,4 4 4 4,,105,10503,,106,10603,,111,11106,,115,11506,,,,,,
6056,道法战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/76.png,,1,99,,,,,4 4 4 4,,105,10506,,106,10606,,111,11110,,115,11510,,,,,,
6057,洞察战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/77.png,,1,99,,,,,4 4 4 4,,105,10509,,106,10609,,112,11206,,116,11606,,,,,,
6058,集结战魂碎片,稀有武将进化基础战魂碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/78.png,,1,99,,,,,4 4 4 4,,105,10510,,106,10610,,112,11210,,116,11610,,,,,,
6059,妙计二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/79.png,,1,99,,,,,4 4 4 4,,107,10703,,108,10803,,109,10903,,113,11303,,,,,,
6060,妙手二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/80.png,,1,99,,,,,4 4 4 4,,107,10706,,108,10806,,109,10909,,113,11309,,,,,,
6061,倾城二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/81.png,,1,99,,,,,4 4 4 4,,107,10709,,108,10809,,110,11003,,114,11403,,,,,,
6062,深谋二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/82.png,,1,99,,,,,4 4 4 4,,107,10710,,108,10810,,110,11009,,114,11409,,,,,,
6063,远射二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/83.png,,1,99,,,,,4 4 4 4,,107,10703,,108,10803,,111,11103,,115,11503,,,,,,
6064,道法二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/84.png,,1,99,,,,,4 4 4 4,,107,10706,,108,10806,,111,11109,,115,11509,,,,,,
6065,洞察二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/85.png,,1,99,,,,,4 4 4 4,,107,10709,,108,10809,,112,11203,,116,11603,,,,,,
6066,集结二阶卷轴碎片,稀有武将进化基础卷轴碎片。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/86.png,,1,99,,,,,4 4 4 4,,107,10710,,108,10810,,112,11209,,116,11609,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6071,妙计战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/71.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6072,妙手战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/72.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6073,倾城战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/73.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6074,深谋战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/74.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6075,远射战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/75.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6076,道法战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/76.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6077,洞察战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/77.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6078,集结战魂,稀有武将进化基础战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/78.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6079,妙计二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/79.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6080,妙手二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/80.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6081,倾城二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/81.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6082,深谋二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/82.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6083,远射二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/83.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6084,道法二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/84.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6085,洞察二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/85.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6086,集结二阶卷轴,稀有武将进化基础卷轴。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/86.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6091,妙计战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/91.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6092,妙手战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/92.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6093,倾城战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/93.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6094,深谋战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/94.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6095,远射战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/95.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6096,道法战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/96.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6097,洞察战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/97.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6098,集结战魂二阶,稀有武将进化二阶战魂。,3,14,,,,,,,,,,,,,,,,resource/icon/evolution/98.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6101,兵心战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/121.png,,1,99,,,,,4 4 4 4,,109,10903,,110,11003,,111,11103,,117,11703,,,,,,
6102,护卫战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/122.png,,1,99,,,,,4 4 4 4,,109,10906,,110,11006,,111,11106,,117,11706,,,,,,
6103,强袭战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/123.png,,1,99,,,,,4 4 4 4,,109,10909,,110,11009,,111,11109,,117,11709,,,,,,
6104,铁壁战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/124.png,,1,99,,,,,4 4 4 4,,109,10910,,110,11010,,111,11110,,117,11710,,,,,,
6105,无懈战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/125.png,,1,99,,,,,4 4 4 4,,109,10903,,110,11003,,112,11203,,118,11803,,,,,,
6106,霸者战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/126.png,,1,99,,,,,4 4 4 4,,109,10906,,110,11006,,112,11206,,118,11806,,,,,,
6107,沉着战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/127.png,,1,99,,,,,4 4 4 4,,109,10909,,110,11009,,112,11209,,118,11809,,,,,,
6108,鬼谋战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/128.png,,1,99,,,,,4 4 4 4,,109,10910,,110,11010,,112,11210,,118,11810,,,,,,
6109,兵心二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/129.png,,1,99,,,,,4 4,,111,11103,,117,11703,,,,,,,,,,,,
6110,护卫二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/130.png,,1,99,,,,,4 4,,111,11106,,117,11706,,,,,,,,,,,,
6111,强袭二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/131.png,,1,99,,,,,4 4,,111,11109,,117,11709,,,,,,,,,,,,
6112,铁壁二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/132.png,,1,99,,,,,4 4,,111,11110,,117,11710,,,,,,,,,,,,
6113,无懈二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/133.png,,1,99,,,,,4 4,,112,11203,,118,11803,,,,,,,,,,,,
6114,霸者二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/134.png,,1,99,,,,,4 4,,112,11206,,118,11806,,,,,,,,,,,,
6115,沉着二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/135.png,,1,99,,,,,4 4,,112,11209,,118,11809,,,,,,,,,,,,
6116,鬼谋二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/136.png,,1,99,,,,,4 4,,112,11210,,118,11810,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6121,兵心战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/121.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6122,护卫战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/122.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6123,强袭战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/123.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6124,铁壁战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/124.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6125,无懈战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/125.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6126,霸者战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/126.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6127,沉着战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/127.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6128,鬼谋战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/128.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6129,兵心二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/129.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6130,护卫二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/130.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6131,强袭二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/131.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6132,铁壁二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/132.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6133,无懈二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/133.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6134,霸者二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/134.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6135,沉着二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/135.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6136,鬼谋二阶卷轴,史诗武将进化基础卷轴。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/136.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6141,兵心战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/141.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6142,护卫战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/142.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6143,强袭战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/143.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6144,铁壁战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/144.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6145,无懈战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/145.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6146,霸者战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/146.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6147,沉着战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/147.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6148,鬼谋战魂二阶,史诗武将进化二阶战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/148.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6151,遁走战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/171.png,,1,99,,,,,4 4 4 4,,113,11303,,114,11403,,115,11503,,119,11903,,,,,,
6152,豪杰战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/172.png,,1,99,,,,,4 4 4 4,,113,11306,,114,11406,,115,11506,,119,11906,,,,,,
6153,金刚战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/173.png,,1,99,,,,,4 4 4 4,,113,11309,,114,11409,,115,11509,,119,11909,,,,,,
6154,结义战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/174.png,,1,99,,,,,4 4 4 4,,113,11310,,114,11410,,115,11510,,119,11910,,,,,,
6155,复仇战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/175.png,,1,99,,,,,4 4 4 4,,113,11303,,114,11403,,116,11603,,120,12003,,,,,,
6156,诡计战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/176.png,,1,99,,,,,4 4 4 4,,113,11306,,114,11406,,116,11606,,120,12006,,,,,,
6157,离间战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/177.png,,1,99,,,,,4 4 4 4,,113,11309,,114,11409,,116,11609,,120,12009,,,,,,
6158,明镜战魂碎片,史诗武将进化基础战魂碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/178.png,,1,99,,,,,4 4 4 4,,113,11310,,114,11410,,116,11610,,120,12010,,,,,,
6159,遁走二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/179.png,,1,99,,,,,4 4,,115,11503,,119,11903,,,,,,,,,,,,
6160,豪杰二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/180.png,,1,99,,,,,4 4,,115,11506,,119,11906,,,,,,,,,,,,
6161,金刚二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/181.png,,1,99,,,,,4 4,,115,11509,,119,11909,,,,,,,,,,,,
6162,结义二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/182.png,,1,99,,,,,4 4,,115,11510,,119,11910,,,,,,,,,,,,
6163,复仇二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/183.png,,1,99,,,,,4 4,,116,11603,,120,12003,,,,,,,,,,,,
6164,诡计二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/184.png,,1,99,,,,,4 4,,116,11606,,120,12006,,,,,,,,,,,,
6165,离间二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/185.png,,1,99,,,,,4 4,,116,11609,,120,12009,,,,,,,,,,,,
6166,明镜二阶卷轴碎片,史诗武将进化基础卷轴碎片。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/186.png,,1,99,,,,,4 4,,116,11610,,120,12010,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6171,遁走战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/171.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
6172,豪杰战魂,史诗武将进化基础战魂。,4,14,,,,,,,,,,,,,,,,resource/icon/evolution/172.png,,1,99,,,,,,,,,,,,,,,,,,,,,,,
