武将ID,武将名称,阵营,职业ID,职业名称,星级,初始生命,初始攻击,初始防御,生命成长,攻击成长,防御成长,初始闪避,初始命中,初始格挡,初始破击,初始暴击,初始韧性,初始爆伤,初始抵抗,移动速度,攻击速度,攻击距离,普攻子弹ID,必杀技ID,必杀技CD,技能配音ID,进化1材料,进化2材料,进化3材料,进化4材料,进化5材料,进化6材料,进化7材料,进化8材料,进化9材料,进化10材料,进化11材料,进化12材料,武将简介,头像资源,人物资源,卡牌资源,骨骼动画,通用模型技能动作,骨骼比例,骨骼特效,骨骼特效比例,权值,掉落区域,性别,被动技能1,被动技能2,被动技能3,首轮顺序,循环顺序,情缘,图鉴开关
158,祖茂,4,3,骑兵,1,1904,310,249,191.6,31.4,25.1,0,0,0,0,0,0,0,0,,100,,259,103,15000,192,6004 6004 6003 6003 6002 6001,6025 6022 6014 6014 6011 6003,6072 6042 6025 6014 6012 6001,6095 6092 6048 6041 6028 6013,6096 6093 6076 6047 6047 6028,6145 6094 6094 6072 6044 6043,6146 6143 6092 6075 6075 6042,6192 6147 6127 6093 6071 6041,6195 6172 6143 6095 6093 6047,6197 6192 6123 6097 6093 6077,6224 6218 6196 6173 6146 6122,6225 6223 6197 6173 6148 6126,祖茂，字大荣。是东汉末年孙坚部下的将领。孙坚讨伐董卓时，于梁县被董卓军击破，溃败逃走，被董卓的骑兵追捕，于是孙坚命祖茂戴上自己常戴的红色头巾引开追兵。祖茂成功引开追捕孙坚的董卓军，令孙坚得以逃脱，但后来祖茂被围困，于是将头巾丢在一根烧过的柱上，并躲在草堆中，才避过了董卓军的追兵。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1414,1415,0,0=0=1=0,0=1=0=0,,
159,皇甫嵩,1,3,骑兵,1,1893,302,244,190.5,30.6,24.6,0,0,0,0,0,0,0,0,,100,,259,120,15000,193,6004 6004 6003 6003 6002 6002,6028 6024 6014 6012 6012 6004,6076 6042 6021 6014 6013 6002,6096 6095 6046 6041 6025 6012,6096 6094 6072 6042 6041 6028,6142 6094 6091 6072 6044 6041,6147 6146 6094 6077 6072 6045,6198 6142 6123 6098 6073 6044,6194 6173 6141 6097 6095 6045,6198 6194 6125 6097 6093 6076,6222 6218 6191 6173 6142 6121,6228 6228 6192 6176 6143 6123,皇甫嵩，字义真。安定朝那（今宁夏固原东南）人，名将皇甫规之侄。父曾为雁门太守。少时好诗书，习弓马。在东汉末年先后担任中郎将、车骑将军、益州牧等职。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1416,1417,0,0=0=1=0,0=1=0=0,,
160,陈琳,2,4,弓兵,1,1152,420,156,116.5,42.4,16,0,0,0,0,0,0,0,0,,100,,264,174,15000,191,6004 6004 6003 6003 6002 6001,6028 6027 6014 6013 6012 6003,6077 6047 6023 6014 6013 6002,6095 6095 6048 6042 6023 6011,6093 6091 6077 6044 6044 6022,6144 6098 6095 6077 6047 6043,6147 6147 6092 6078 6072 6046,6192 6147 6124 6091 6073 6044,6197 6177 6143 6098 6094 6047,6197 6196 6128 6098 6093 6072,6224 6211 6191 6177 6145 6124,6226 6225 6192 6171 6145 6121,陈琳，字孔璋，广陵射阳人。三国时曹魏文臣，亦是著名文学家、檄赋家。建安五年，袁绍伐许都，向曹操宣战，使陈琳作檄以告刘备，言曹操为人没有德行，不堪依附，宜归于袁绍。袁氏败亡后，陈琳归顺曹操。曹操深爱其才，对于陈琳的作品，有时曹操竟不能为之增减一字。建安二十二年，陈琳逝世。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1438,0,0,0=0=1=0,0=1=0=0,,
161,张松,1,4,弓兵,1,1102,443,161,111.4,44.7,16.6,0,0,0,0,0,0,0,0,,100,,264,225,15000,192,6003 6003 6002 6002 6001 6001,6027 6024 6014 6013 6012 6002,6073 6044 6028 6014 6012 6002,6096 6091 6045 6043 6028 6012,6097 6092 6072 6045 6045 6027,6142 6096 6093 6074 6046 6043,6148 6143 6093 6075 6074 6045,6191 6147 6125 6093 6071 6046,6192 6174 6142 6093 6091 6048,6197 6194 6124 6096 6095 6076,6225 6215 6198 6174 6147 6123,6222 6221 6192 6172 6142 6124,张松，刘璋的部下，益州别驾，为人短小，放荡不治节操，然而很有才干；他认为刘璋暗弱，在他手下不足以发挥自己的才能，经常叹息。赤壁之战前夕，张松奉命出使结交曹操，不被礼遇，因此怀恨曹操，劝刘璋改为结交刘备。进而，张松与好友法正一同密谋出卖刘璋，将益州献给刘备，劝说刘璋迎接刘备入蜀。后来，刘备假意离开益州，张松写信劝阻，被兄长张肃发现并告发，被杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1439,0,0,0=0=1=0,0=1=0=0,,
162,孙翊,4,4,弓兵,1,1112,420,162,112.4,42.4,16.7,0,0,0,0,0,0,0,0,,100,,264,175,15000,193,6004 6004 6003 6003 6002 6001,6024 6021 6014 6012 6012 6002,6072 6046 6022 6014 6012 6002,6095 6094 6042 6041 6024 6013,6096 6091 6074 6048 6042 6025,6147 6097 6094 6075 6048 6046,6142 6141 6097 6077 6076 6041,6198 6145 6123 6097 6078 6047,6196 6172 6144 6097 6092 6044,6194 6194 6125 6095 6094 6077,6226 6214 6194 6172 6143 6123,6227 6223 6196 6178 6147 6128,孙翊，字叔弼，又名孙俨，孙坚三子，孙权的弟弟。勇猛果断，很有其兄长孙策的风格，被太守朱治举为孝廉。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1440,0,0,0=0=1=0,0=1=0=0,,
163,孙韶,4,4,弓兵,1,1101,434,158,111.3,43.8,16.3,0,0,0,0,0,0,0,0,,100,,264,226,15000,191,6004 6004 6003 6003 6002 6001,6023 6023 6014 6014 6013 6002,6077 6043 6024 6014 6012 6004,6098 6097 6047 6044 6024 6014,6093 6091 6073 6045 6041 6026,6142 6098 6093 6078 6043 6041,6144 6141 6093 6076 6072 6044,6196 6143 6126 6092 6074 6042,6192 6176 6145 6096 6092 6046,6195 6191 6126 6092 6091 6076,6221 6215 6191 6173 6146 6128,6228 6224 6198 6175 6145 6127,孙韶，字公礼，本姓俞，赐姓为孙。孙韶颇有胆略和武勇，曾在广陵镇守边关，官拜扬威将军。曹丕帅军亲征东吴，徐盛率众抵御，孙韶认为自己熟知广陵地势向徐盛建议渡江迎敌，并请令愿为前部。徐盛以他不服军令要斩杀他，幸孙权求情免于一死。于是自己引本部三千兵过江作战，曹丕知道中埋伏撤兵，孙韶率众奋勇杀敌，大败曹丕。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1441,0,0,0=0=1=0,0=1=0=0,,
164,陈表,4,4,弓兵,1,1136,430,162,114.8,43.4,16.7,0,0,0,0,0,0,0,0,,100,,264,180,15000,192,6004 6004 6003 6003 6002 6001,6024 6021 6014 6013 6013 6002,6076 6047 6028 6013 6011 6003,6094 6092 6043 6041 6026 6011,6098 6095 6074 6047 6046 6028,6143 6097 6092 6073 6047 6046,6148 6147 6093 6078 6075 6043,6196 6141 6121 6094 6077 6046,6192 6171 6143 6094 6092 6042,6194 6191 6123 6093 6091 6074,6223 6216 6192 6175 6147 6121,6226 6222 6193 6172 6145 6121,陈表，字文奥，乃陈武庶妻之子。少时知名，大义公正，为人所钦。表因为父为张辽所害，求用为将，但兵五百人，倾意接待，士皆爱附，乐意为他驱使。三十四岁卒，家财尽用于养士，死之日，妻子露立，太子登为起屋宅，以为殊荣。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1442,0,0,0=0=1=0,0=1=0=0,,
165,董允,3,4,弓兵,1,1112,435,160,112.4,43.9,16.5,0,0,0,0,0,0,0,0,,100,,264,181,15000,193,6004 6004 6003 6002 6002 6001,6022 6022 6013 6012 6011 6002,6078 6044 6022 6011 6011 6004,6095 6095 6046 6045 6021 6012,6095 6093 6077 6048 6047 6023,6141 6094 6091 6076 6047 6043,6146 6144 6093 6076 6071 6042,6198 6148 6125 6091 6076 6044,6194 6173 6144 6096 6092 6043,6197 6193 6126 6095 6095 6076,6228 6214 6196 6174 6146 6124,6228 6222 6192 6171 6144 6122,董允，字休昭，掌军中郎将董和之子。刘备立太子，董允被选为舍人，徙洗马。刘禅继位，迁董允为黄门侍郎。丞相诸葛亮北代前上疏刘禅，劝其宫中之事向董允等咨询，不久迁为侍中领虎贲中郎将，统率宿卫亲兵。延熙六年（２４３）加辅国将军，七年任侍中守尚书令，九年去世。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/gongbing2,skill2,54,,,,,,1443,0,0,0=0=1=0,0=1=0=0,,
166,张梁,1,3,骑兵,1,1864,304,255,187.6,30.8,25.7,0,0,0,0,0,0,0,0,,100,,258,229,15000,189,6004 6004 6003 6002 6002 6001,6024 6021 6013 6012 6011 6002,6074 6046 6028 6014 6012 6003,6097 6095 6048 6046 6027 6012,6094 6092 6071 6048 6047 6028,6148 6095 6091 6072 6047 6046,6142 6141 6098 6076 6074 6046,6197 6142 6125 6091 6076 6044,6195 6173 6142 6096 6095 6044,6194 6193 6124 6098 6091 6072,6221 6217 6191 6173 6148 6122,6225 6225 6196 6172 6146 6123,张梁，（袁宏《后汉纪》作张良）鉅鹿（治今河北平乡）人，东汉末年黄巾起义首领之一，张角的弟弟。中平元年（184）随兄起义，号称“人公将军”。遭到朝廷所派左中郎将皇甫嵩进攻时，他率军在广宗（今河北威县）进行反击。后因警戒疏忽，遭到汉军夜袭，兵败身亡。,resource/head_pic/HuBaoQi.png,resource/hero_pic/HuBaoQiA.jpg,resource/card_pic/HuBaoQi.jpg,resource/bones/qibing2_y,skill,65,,,,,,1444,0,0,0=0=1=0,0=1=0=0,,
167,韩德,2,3,骑兵,1,1958,299,239,197,30.3,24.1,0,0,0,0,0,0,0,0,,100,,258,199,15000,191,6003 6003 6002 6002 6001 6001,6026 6021 6013 6013 6011 6002,6072 6044 6022 6012 6012 6001,6097 6096 6048 6043 6024 6014,6098 6091 6075 6046 6041 6025,6148 6096 6094 6075 6047 6041,6146 6144 6096 6076 6071 6042,6192 6144 6123 6093 6073 6043,6197 6178 6144 6098 6092 6042,6198 6198 6124 6098 6093 6072,6226 6212 6197 6171 6148 6128,6224 6221 6192 6178 6145 6121,韩德，魏国西凉大将，善使开山大斧，担任夏侯懋的先锋，但韩德和他四个儿子皆被年过七十的赵云所杀。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1445,0,0,0=0=1=0,0=1=0=0,,
168,臧霸,2,3,骑兵,1,1948,300,239,196,30.3,24.1,0,0,0,0,0,0,0,0,,100,,258,200,15000,192,6004 6004 6003 6002 6001 6001,6022 6021 6014 6012 6011 6001,6077 6046 6027 6012 6012 6003,6097 6095 6048 6043 6025 6011,6096 6094 6075 6048 6048 6022,6141 6095 6091 6075 6047 6046,6144 6144 6098 6077 6071 6046,6198 6144 6124 6094 6076 6043,6193 6176 6145 6092 6091 6047,6196 6195 6123 6095 6093 6071,6225 6211 6197 6175 6146 6127,6226 6222 6197 6177 6146 6122,臧霸，字宣高，泰山华县人。少有壮节，威勇果敢，其父臧戒因廉遭忌，为泰山太守收押，臧霸时年十八，引众劫救父亲出走，天下知名。曹操讨伐吕布时，臧霸等曾带兵往助吕布。吕布被擒后，曹操寻得臧霸，一见大悦，便以臧霸为琅邪相，割青、徐二州委任于臧霸。与曹休讨吴贼，破吕范于洞浦，被征为执金吾。明帝即位后不久逝世，追谥曰威侯。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1418,1419,0,0=0=1=0,0=1=0=0,,
169,陈纪,1,3,骑兵,1,1895,310,247,190.7,31.4,24.9,0,0,0,0,0,0,0,0,,100,,258,201,15000,193,6004 6004 6003 6002 6001 6001,6025 6022 6013 6013 6012 6002,6071 6043 6021 6013 6011 6001,6097 6094 6047 6043 6024 6011,6096 6094 6076 6046 6041 6023,6142 6096 6093 6074 6045 6041,6143 6141 6095 6075 6075 6044,6195 6143 6126 6095 6076 6045,6192 6172 6147 6098 6097 6044,6198 6192 6128 6097 6094 6073,6223 6213 6196 6175 6144 6121,6227 6225 6195 6177 6145 6126,陈纪，丹杨人氏，袁术手下的一名上将，曹操攻打时负责死守寿春，后被曹操军处刑。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1446,0,0,0=0=1=0,0=1=0=0,,
170,韩猛,1,3,骑兵,1,1877,298,254,188.9,30.2,25.7,0,0,0,0,0,0,0,0,,100,,258,209,15000,191,6004 6004 6003 6003 6001 6001,6021 6021 6013 6013 6012 6001,6075 6042 6021 6013 6012 6003,6093 6091 6048 6043 6026 6012,6094 6091 6075 6043 6041 6021,6145 6097 6093 6072 6048 6046,6145 6145 6092 6077 6072 6048,6198 6147 6126 6093 6076 6041,6197 6177 6144 6095 6091 6042,6198 6196 6121 6093 6092 6072,6221 6214 6191 6178 6142 6125,6224 6223 6193 6171 6147 6123,韩猛，袁绍麾下大将，官渡之战时负责运粮，但在途中遭曹操军突袭而失败。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1447,0,0,0=0=1=0,0=1=0=0,,
171,黄祖,1,3,骑兵,1,1880,310,247,189.2,31.4,24.9,0,0,0,0,0,0,0,0,,100,,258,208,15000,192,6004 6003 6002 6002 6001 6001,6027 6025 6014 6014 6011 6004,6078 6044 6028 6012 6011 6004,6094 6091 6047 6044 6027 6014,6098 6096 6075 6048 6046 6021,6145 6092 6091 6073 6047 6046,6148 6146 6098 6076 6073 6046,6198 6144 6122 6094 6071 6046,6196 6174 6141 6098 6096 6048,6195 6194 6125 6098 6092 6071,6224 6212 6192 6174 6147 6123,6226 6225 6197 6178 6143 6124,黄祖，与刘表有心腹之交的大将，为江夏太守。黄祖常为荆州军前部，以拒江东孙氏。孙坚跨江击刘表时，黄祖引军往援，初战溃败，而后其部下射杀孙坚于岘山。曹操派弥衡出使荆州，因侮慢刘表，刘表耻而不能容，心知黄祖性急，故送弥衡与黄祖，黄祖初亦善待弥衡。后黄祖在蒙冲船上，大会宾客，弥衡出言不逊，黄祖恚怒不能止，遂令杀之。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1448,0,0,0=0=1=0,0=1=0=0,,
172,刘璋,1,3,骑兵,1,2001,305,240,201.4,30.9,24.2,0,0,0,0,0,0,0,0,,100,,258,210,15000,193,6004 6003 6003 6002 6002 6001,6025 6021 6014 6012 6012 6001,6071 6042 6028 6014 6012 6002,6096 6093 6046 6041 6028 6012,6093 6092 6077 6046 6041 6023,6147 6094 6092 6073 6046 6045,6148 6146 6098 6078 6074 6042,6195 6145 6127 6095 6077 6047,6198 6175 6146 6098 6095 6041,6194 6191 6127 6095 6092 6071,6228 6213 6197 6178 6141 6125,6228 6223 6192 6177 6141 6126,刘璋，字季玉，江夏竟陵人。刘璋是西汉景帝后裔，刘焉之子。初跟随汉献帝，任奉车都尉。曹操攻打荆州时，刘璋讨好曹操，封为振威将军，此后派遣张松去见曹操。张松因未被曹操录用而诋毁曹操，于是刘璋与曹操断绝关系而不顾部属反对，欲结交刘备，请刘备攻打张鲁，结果刘备占领成都并将其遣送至南郡。孙权占领荆州之后任命刘璋为益州刺史。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1449,0,0,0=0=1=0,0=1=0=0,,
173,孙桓,4,3,骑兵,1,1910,316,247,192.2,32,24.9,0,0,0,0,0,0,0,0,,100,,258,216,15000,191,6004 6004 6003 6003 6002 6001,6027 6023 6014 6012 6011 6001,6075 6041 6024 6012 6011 6002,6097 6096 6045 6043 6024 6013,6095 6094 6074 6048 6048 6028,6147 6098 6093 6073 6047 6041,6146 6145 6092 6076 6073 6048,6195 6148 6122 6092 6075 6042,6194 6178 6146 6097 6093 6045,6195 6191 6121 6097 6091 6073,6227 6213 6193 6178 6147 6126,6228 6222 6196 6173 6143 6127,孙桓，字叔武，孙河的三子。桓仪容端正、器怀聪明、博学强记、能论议应对。年二十五拜安东中郎将，与陆逊共拒刘备伐吴，备军甚重，桓分兵夷道攻备前锋，为蜀军所困，孙桓乃固守，及逊计施，桓率众当先，奋命杀敌，备大败逃，桓斩上夔道，扼径要，备逾山越险仅乃得逃，桓以功拜建武将军，封丹徙侯，调牛渚，督修横江坞，会卒。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1450,0,0,0=0=1=0,0=1=0=0,,
174,朱异,4,3,骑兵,1,1916,301,255,192.8,30.5,25.7,0,0,0,0,0,0,0,0,,100,,258,214,15000,192,6004 6004 6003 6002 6002 6001,6022 6021 6013 6012 6012 6002,6075 6048 6021 6013 6012 6004,6098 6091 6047 6045 6024 6011,6098 6097 6077 6046 6042 6023,6145 6097 6092 6071 6047 6047,6148 6146 6093 6077 6077 6044,6192 6142 6128 6096 6072 6042,6192 6172 6144 6095 6094 6042,6198 6191 6122 6094 6094 6078,6224 6215 6194 6175 6141 6127,6222 6221 6193 6174 6142 6121,朱异，字季文，吴郡吴县人。朱异是朱桓之子，因而被任命为郎官，后为骑都尉，代父领兵。在攻打樊城和文钦期间先后任偏将军、扬武将军。孙权评价朱异有胆略而镇定。建兴元年（公元２２３年），朱异升任镇西将军，击败诸葛诞。太平二年（公元２５７年），朱异担任大都督救援寿春的诸葛诞，因未成功而遭到孙綝诬陷杀害。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1451,0,0,0=0=1=0,0=1=0=0,,
175,陈宫,1,5,军师,2,1274,390,174,128.7,39.5,17.6,12,75,0,87,112,12,5,112,,100,,543,109,15000,180,6004 6003 6003 6002 6001 6001,6027 6025 6012 6011 6011 6002,6073 6045 6022 6014 6012 6002,6095 6092 6042 6042 6028 6013,6094 6093 6071 6045 6044 6021,6144 6098 6094 6078 6048 6047,6145 6144 6097 6077 6076 6046,6193 6148 6128 6094 6078 6042,6191 6177 6146 6095 6091 6048,6194 6193 6126 6098 6096 6072,6223 6214 6196 6173 6141 6125,6224 6223 6191 6177 6141 6123,陈宫，字公台，东郡人。曹操刺杀董卓失败，卓遂令遍行文书，画影图形，捉拿曹操。陈宫时任县令，感于曹操的大义，乃亲释其缚，弃官与操一起出逃。陈宫性刚直烈壮，大失所望，所以转投吕布。吕布听其计谋在濮阳大破曹操，后陈宫数次为吕布献良策，吕布几乎都不听从，致使曹操逐渐占优势。城破后宫被俘，陈宫决意赴死，无法阻拦。曹操泣而送之，宫不还顾。,resource/head_pic/ChenGong.png,resource/hero_pic/ChenGongA.jpg,resource/card_pic/ChenGong.jpg,resource/bones/ChenGong,skill,80,resource/bones/ChenGong_e,90,150,4,,1265,1266,1267,0=1=2=0,0=1=2=0,1=50=1=24=0=智勇双全 1=176=3=23=0=冲锋陷阵 1=58;188=2=30=0;0=诡异之才 2=14=2=21=0=八卦剑 2=113=1=21=0=青龙碧玉冠,1
176,高顺,1,1,步兵,1,2288,255,285,230.8,25.9,28.7,87,100,25,62,62,0,10,62,,100,,541,213,15000,181,6004 6003 6003 6002 6002 6001,6023 6022 6012 6011 6011 6002,6071 6046 6022 6013 6011 6002,6097 6092 6044 6042 6023 6014,6094 6091 6076 6044 6042 6021,6141 6098 6092 6077 6044 6043,6147 6143 6093 6074 6071 6046,6191 6141 6122 6092 6075 6046,6196 6173 6148 6096 6092 6043,6196 6192 6124 6093 6091 6071,6224 6211 6198 6175 6141 6122,6227 6224 6194 6174 6142 6128,高顺，吕布的部下。清白威严，骁勇有智，忠心仁义。不饮酒，不受馈赠。吕布知其忠心，然而不愿重用。高顺所率领的七百多士兵，号称千人，铠甲器械皆精练齐整，每所攻击无不破者，名为陷阵营。随吕布奔波征战，劳苦奋命而又忠心耿耿。下邳城破，高顺为曹操所俘，不降被曹操处斩。,resource/head_pic/GaoShun.png,resource/hero_pic/GaoShunA.jpg,resource/card_pic/GaoShun.jpg,resource/bones/GaoShun,skill,85,resource/bones/GaoShun_e,90,150,4,,1268,1269,1270,0=0=1=0,0=1=0=0,1=175=2=21=0=吕布健将 1=14=1=21=0=陷阵冲锋 1=98;43;68=3=35=0;0=野蛮硬汉 2=11=2=18=0=固陵刀 2=74=3=19=0=仁王盾,
177,麴义,1,3,骑兵,1,1948,320,241,196,32.4,24.3,0,0,0,0,0,0,0,0,,100,,258,221,15000,191,6004 6003 6002 6002 6001 6001,6021 6021 6014 6014 6013 6001,6074 6045 6023 6013 6011 6003,6096 6091 6048 6041 6026 6014,6094 6094 6075 6045 6042 6025,6143 6092 6091 6072 6046 6045,6146 6146 6092 6077 6072 6042,6198 6146 6121 6093 6078 6043,6192 6174 6145 6098 6097 6048,6193 6192 6127 6095 6094 6073,6221 6216 6194 6173 6148 6121,6223 6223 6192 6176 6146 6128,鞠义，冀州平原人。是为袁绍势力发展壮大的做出重大贡献的将军，麹义久在凉州，勇猛善战，晓习羌斗，兵皆骁锐，原为韩馥部将，后与袁绍相结，协迫韩馥，遂使袁绍领冀州牧。南匈奴单于劫张杨以叛，袁绍使麹义追于邺南，击破之。界桥之战，麹义使用弩兵大破公孙瓒的精锐骑兵白马义从，生擒严纲，拔其牙门，后又奋力救出轻敌冒进而被敌军包围的袁绍，使公孙瓒军败走勃海。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1452,0,0,0=0=1=0,0=1=0=0,,
178,张勋,1,3,骑兵,1,1946,310,249,195.8,31.4,25.1,0,0,0,0,0,0,0,0,,100,,258,223,15000,192,6004 6003 6003 6002 6001 6001,6022 6021 6013 6012 6012 6003,6078 6041 6023 6013 6012 6003,6093 6092 6045 6044 6025 6012,6095 6092 6071 6043 6042 6026,6145 6092 6091 6075 6043 6041,6147 6146 6098 6072 6072 6047,6191 6142 6124 6092 6074 6043,6194 6177 6147 6094 6091 6045,6193 6191 6126 6097 6093 6073,6228 6218 6193 6175 6141 6126,6227 6224 6197 6172 6146 6123,张勋，袁术大将，袁术称帝时曾任大将军之职。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1453,0,0,0=0=1=0,0=1=0=0,,
179,高览,1,3,骑兵,1,1984,304,248,199.6,30.8,25,0,0,0,0,0,0,0,0,,100,,258,222,15000,193,6004 6004 6003 6003 6001 6001,6024 6023 6014 6014 6013 6002,6076 6042 6021 6014 6013 6002,6097 6096 6046 6043 6013 6012,6096 6092 6076 6047 6013 6022,6144 6093 6091 6071 6013 6043,6142 6142 6096 6073 6013 6046,6192 6148 6124 6097 6013 6046,6191 6175 6145 6098 6013 6042,6197 6191 6128 6092 6013 6072,6223 6215 6195 6173 6013 6127,6224 6221 6198 6171 6013 6124,高览，与张合并为袁绍大将。官渡之战，曹操率军偷袭乌巢，袁绍从郭图之请，仅以轻骑救援，而命高览、张合率重兵攻曹营，营坚不能下，粮谷被烧。被郭图诬陷，被迫投降曹操。,resource/head_pic/XiLiangBing.png,resource/hero_pic/XiLiangBingA.jpg,resource/card_pic/XiLiangBing.jpg,resource/bones/qibing2_y,skill,65,,,,,,1454,0,0,0=0=1=0,0=1=0=0,,
