技能id,等级,需要材料,需要银币,需求等级
1268,2,31=2,500,6
1268,3,31=3,1000,10
1268,4,31=4,2000,15
1268,5,31=5,4000,20
1268,6,32=6,8000,25
1268,7,32=8,10000,30
1268,8,32=10,12000,35
1268,9,32=12,14000,40
1268,10,32=14,16000,45
1268,11,33=17,32000,50
1268,12,33=20,36000,55
1268,13,33=23,40000,60
1268,14,33=26,44000,65
1268,15,33=30,48000,70
1268,16,34=34,96000,75
1268,17,34=38,104000,80
1268,18,34=42,112000,85
1268,19,34=46,120000,90
1268,20,34=50,128000,95
1269,1,31=1,0,0
1269,2,31=2,500,6
1269,3,31=3,1000,10
1269,4,31=4,2000,15
1269,5,31=5,4000,20
1269,6,32=6,8000,25
1269,7,32=8,10000,30
1269,8,32=10,12000,35
1269,9,32=12,14000,40
1269,10,32=14,16000,45
1269,11,33=17,32000,50
1269,12,33=20,36000,55
1269,13,33=23,40000,60
1269,14,33=26,44000,65
1269,15,33=30,48000,70
1269,16,34=34,96000,75
1269,17,34=38,104000,80
1269,18,34=42,112000,85
1269,19,34=46,120000,90
1269,20,34=50,128000,95
1270,1,31=1,0,0
1270,2,31=2,500,6
1270,3,31=3,1000,10
1270,4,31=4,2000,15
1270,5,31=5,4000,20
1270,6,32=6,8000,25
1270,7,32=8,10000,30
1270,8,32=10,12000,35
1270,9,32=12,14000,40
1270,10,32=14,16000,45
1270,11,33=17,32000,50
1270,12,33=20,36000,55
1270,13,33=23,40000,60
1270,14,33=26,44000,65
1270,15,33=30,48000,70
1270,16,34=34,96000,75
1270,17,34=38,104000,80
1270,18,34=42,112000,85
1270,19,34=46,120000,90
1270,20,34=50,128000,95
1271,1,31=1,0,0
1271,2,31=2,500,6
1271,3,31=3,1000,10
1271,4,31=4,2000,15
1271,5,31=5,4000,20
1271,6,32=6,8000,25
1271,7,32=8,10000,30
1271,8,32=10,12000,35
1271,9,32=12,14000,40
1271,10,32=14,16000,45
1271,11,33=17,32000,50
1271,12,33=20,36000,55
1271,13,33=23,40000,60
1271,14,33=26,44000,65
1271,15,33=30,48000,70
1271,16,34=34,96000,75
1271,17,34=38,104000,80
1271,18,34=42,112000,85
1271,19,34=46,120000,90
1271,20,34=50,128000,95
1272,1,31=1,0,0
1272,2,31=2,500,6
1272,3,31=3,1000,10
1272,4,31=4,2000,15
1272,5,31=5,4000,20
1272,6,32=6,8000,25
1272,7,32=8,10000,30
1272,8,32=10,12000,35
1272,9,32=12,14000,40
1272,10,32=14,16000,45
1272,11,33=17,32000,50
1272,12,33=20,36000,55
1272,13,33=23,40000,60
1272,14,33=26,44000,65
1272,15,33=30,48000,70
1272,16,34=34,96000,75
1272,17,34=38,104000,80
1272,18,34=42,112000,85
1272,19,34=46,120000,90
1272,20,34=50,128000,95
1273,1,31=1,0,0
1273,2,31=2,500,6
1273,3,31=3,1000,10
1273,4,31=4,2000,15
1273,5,31=5,4000,20
1273,6,32=6,8000,25
1273,7,32=8,10000,30
1273,8,32=10,12000,35
1273,9,32=12,14000,40
1273,10,32=14,16000,45
1273,11,33=17,32000,50
1273,12,33=20,36000,55
1273,13,33=23,40000,60
1273,14,33=26,44000,65
1273,15,33=30,48000,70
1273,16,34=34,96000,75
1273,17,34=38,104000,80
1273,18,34=42,112000,85
1273,19,34=46,120000,90
1273,20,34=50,128000,95
1274,1,31=1,0,0
1274,2,31=2,500,6
1274,3,31=3,1000,10
1274,4,31=4,2000,15
1274,5,31=5,4000,20
1274,6,32=6,8000,25
1274,7,32=8,10000,30
1274,8,32=10,12000,35
1274,9,32=12,14000,40
1274,10,32=14,16000,45
1274,11,33=17,32000,50
1274,12,33=20,36000,55
1274,13,33=23,40000,60
1274,14,33=26,44000,65
1274,15,33=30,48000,70
1274,16,34=34,96000,75
1274,17,34=38,104000,80
1274,18,34=42,112000,85
1274,19,34=46,120000,90
1274,20,34=50,128000,95
1275,1,31=1,0,0
1275,2,31=2,500,6
1275,3,31=3,1000,10
1275,4,31=4,2000,15
1275,5,31=5,4000,20
1275,6,32=6,8000,25
1275,7,32=8,10000,30
1275,8,32=10,12000,35
1275,9,32=12,14000,40
1275,10,32=14,16000,45
1275,11,33=17,32000,50
1275,12,33=20,36000,55
1275,13,33=23,40000,60
1275,14,33=26,44000,65
1275,15,33=30,48000,70
1275,16,34=34,96000,75
1275,17,34=38,104000,80
1275,18,34=42,112000,85
1275,19,34=46,120000,90
1275,20,34=50,128000,95
1276,1,31=1,0,0
1276,2,31=2,500,6
1276,3,31=3,1000,10
1276,4,31=4,2000,15
1276,5,31=5,4000,20
1276,6,32=6,8000,25
1276,7,32=8,10000,30
1276,8,32=10,12000,35
1276,9,32=12,14000,40
1276,10,32=14,16000,45
1276,11,33=17,32000,50
1276,12,33=20,36000,55
1276,13,33=23,40000,60
1276,14,33=26,44000,65
1276,15,33=30,48000,70
1276,16,34=34,96000,75
1276,17,34=38,104000,80
1276,18,34=42,112000,85
1276,19,34=46,120000,90
1276,20,34=50,128000,95
1277,1,31=1,0,0
1277,2,31=2,500,6
1277,3,31=3,1000,10
1277,4,31=4,2000,15
1277,5,31=5,4000,20
1277,6,32=6,8000,25
1277,7,32=8,10000,30
1277,8,32=10,12000,35
1277,9,32=12,14000,40
1277,10,32=14,16000,45
1277,11,33=17,32000,50
1277,12,33=20,36000,55
1277,13,33=23,40000,60
1277,14,33=26,44000,65
1277,15,33=30,48000,70
1277,16,34=34,96000,75
1277,17,34=38,104000,80
1277,18,34=42,112000,85
1277,19,34=46,120000,90
1277,20,34=50,128000,95
1278,1,31=1,0,0
1278,2,31=2,500,6
1278,3,31=3,1000,10
1278,4,31=4,2000,15
1278,5,31=5,4000,20
1278,6,32=6,8000,25
1278,7,32=8,10000,30
1278,8,32=10,12000,35
1278,9,32=12,14000,40
1278,10,32=14,16000,45
1278,11,33=17,32000,50
1278,12,33=20,36000,55
1278,13,33=23,40000,60
1278,14,33=26,44000,65
1278,15,33=30,48000,70
1278,16,34=34,96000,75
1278,17,34=38,104000,80
1278,18,34=42,112000,85
1278,19,34=46,120000,90
1278,20,34=50,128000,95
1279,1,31=1,0,0
1279,2,31=2,500,6
1279,3,31=3,1000,10
1279,4,31=4,2000,15
1279,5,31=5,4000,20
1279,6,32=6,8000,25
1279,7,32=8,10000,30
1279,8,32=10,12000,35
1279,9,32=12,14000,40
1279,10,32=14,16000,45
1279,11,33=17,32000,50
1279,12,33=20,36000,55
1279,13,33=23,40000,60
1279,14,33=26,44000,65
1279,15,33=30,48000,70
1279,16,34=34,96000,75
1279,17,34=38,104000,80
1279,18,34=42,112000,85
1279,19,34=46,120000,90
1279,20,34=50,128000,95
1280,1,31=1,0,0
1280,2,31=2,500,6
1280,3,31=3,1000,10
1280,4,31=4,2000,15
1280,5,31=5,4000,20
1280,6,32=6,8000,25
1280,7,32=8,10000,30
1280,8,32=10,12000,35
1280,9,32=12,14000,40
1280,10,32=14,16000,45
1280,11,33=17,32000,50
1280,12,33=20,36000,55
1280,13,33=23,40000,60
1280,14,33=26,44000,65
1280,15,33=30,48000,70
1280,16,34=34,96000,75
1280,17,34=38,104000,80
1280,18,34=42,112000,85
1280,19,34=46,120000,90
1280,20,34=50,128000,95
1281,1,31=1,0,0
1281,2,31=2,500,6
1281,3,31=3,1000,10
1281,4,31=4,2000,15
1281,5,31=5,4000,20
1281,6,32=6,8000,25
1281,7,32=8,10000,30
1281,8,32=10,12000,35
1281,9,32=12,14000,40
1281,10,32=14,16000,45
1281,11,33=17,32000,50
1281,12,33=20,36000,55
1281,13,33=23,40000,60
1281,14,33=26,44000,65
1281,15,33=30,48000,70
1281,16,34=34,96000,75
1281,17,34=38,104000,80
1281,18,34=42,112000,85
1281,19,34=46,120000,90
1281,20,34=50,128000,95
1282,1,31=1,0,0
1282,2,31=2,500,6
1282,3,31=3,1000,10
1282,4,31=4,2000,15
1282,5,31=5,4000,20
1282,6,32=6,8000,25
1282,7,32=8,10000,30
1282,8,32=10,12000,35
1282,9,32=12,14000,40
1282,10,32=14,16000,45
1282,11,33=17,32000,50
1282,12,33=20,36000,55
1282,13,33=23,40000,60
1282,14,33=26,44000,65
1282,15,33=30,48000,70
1282,16,34=34,96000,75
1282,17,34=38,104000,80
1282,18,34=42,112000,85
1282,19,34=46,120000,90
1282,20,34=50,128000,95
1283,1,31=1,0,0
1283,2,31=2,500,6
1283,3,31=3,1000,10
1283,4,31=4,2000,15
1283,5,31=5,4000,20
1283,6,32=6,8000,25
1283,7,32=8,10000,30
1283,8,32=10,12000,35
1283,9,32=12,14000,40
1283,10,32=14,16000,45
1283,11,33=17,32000,50
1283,12,33=20,36000,55
1283,13,33=23,40000,60
1283,14,33=26,44000,65
1283,15,33=30,48000,70
1283,16,34=34,96000,75
1283,17,34=38,104000,80
1283,18,34=42,112000,85
1283,19,34=46,120000,90
1283,20,34=50,128000,95
1284,1,31=1,0,0
1284,2,31=2,500,6
1284,3,31=3,1000,10
1284,4,31=4,2000,15
1284,5,31=5,4000,20
1284,6,32=6,8000,25
1284,7,32=8,10000,30
1284,8,32=10,12000,35
1284,9,32=12,14000,40
1284,10,32=14,16000,45
1284,11,33=17,32000,50
1284,12,33=20,36000,55
1284,13,33=23,40000,60
1284,14,33=26,44000,65
1284,15,33=30,48000,70
1284,16,34=34,96000,75
1284,17,34=38,104000,80
1284,18,34=42,112000,85
1284,19,34=46,120000,90
1284,20,34=50,128000,95
1285,1,31=1,0,0
1285,2,31=2,500,6
1285,3,31=3,1000,10
1285,4,31=4,2000,15
1285,5,31=5,4000,20
1285,6,32=6,8000,25
1285,7,32=8,10000,30
1285,8,32=10,12000,35
1285,9,32=12,14000,40
1285,10,32=14,16000,45
1285,11,33=17,32000,50
1285,12,33=20,36000,55
1285,13,33=23,40000,60
1285,14,33=26,44000,65
1285,15,33=30,48000,70
1285,16,34=34,96000,75
1285,17,34=38,104000,80
1285,18,34=42,112000,85
1285,19,34=46,120000,90
1285,20,34=50,128000,95
1286,1,31=1,0,0
1286,2,31=2,500,6
1286,3,31=3,1000,10
1286,4,31=4,2000,15
1286,5,31=5,4000,20
1286,6,32=6,8000,25
1286,7,32=8,10000,30
1286,8,32=10,12000,35
1286,9,32=12,14000,40
1286,10,32=14,16000,45
1286,11,33=17,32000,50
1286,12,33=20,36000,55
1286,13,33=23,40000,60
1286,14,33=26,44000,65
1286,15,33=30,48000,70
1286,16,34=34,96000,75
1286,17,34=38,104000,80
1286,18,34=42,112000,85
1286,19,34=46,120000,90
1286,20,34=50,128000,95
1287,1,31=1,0,0
1287,2,31=2,500,6
1287,3,31=3,1000,10
1287,4,31=4,2000,15
1287,5,31=5,4000,20
1287,6,32=6,8000,25
1287,7,32=8,10000,30
1287,8,32=10,12000,35
1287,9,32=12,14000,40
1287,10,32=14,16000,45
1287,11,33=17,32000,50
1287,12,33=20,36000,55
1287,13,33=23,40000,60
1287,14,33=26,44000,65
1287,15,33=30,48000,70
1287,16,34=34,96000,75
1287,17,34=38,104000,80
1287,18,34=42,112000,85
1287,19,34=46,120000,90
1287,20,34=50,128000,95
1288,1,31=1,0,0
1288,2,31=2,500,6
1288,3,31=3,1000,10
1288,4,31=4,2000,15
1288,5,31=5,4000,20
1288,6,32=6,8000,25
1288,7,32=8,10000,30
1288,8,32=10,12000,35
1288,9,32=12,14000,40
1288,10,32=14,16000,45
1288,11,33=17,32000,50
1288,12,33=20,36000,55
1288,13,33=23,40000,60
1288,14,33=26,44000,65
1288,15,33=30,48000,70
1288,16,34=34,96000,75
1288,17,34=38,104000,80
1288,18,34=42,112000,85
1288,19,34=46,120000,90
1288,20,34=50,128000,95
1289,1,31=1,0,0
1289,2,31=2,500,6
1289,3,31=3,1000,10
1289,4,31=4,2000,15
1289,5,31=5,4000,20
1289,6,32=6,8000,25
1289,7,32=8,10000,30
1289,8,32=10,12000,35
1289,9,32=12,14000,40
1289,10,32=14,16000,45
1289,11,33=17,32000,50
1289,12,33=20,36000,55
1289,13,33=23,40000,60
1289,14,33=26,44000,65
1289,15,33=30,48000,70
1289,16,34=34,96000,75
1289,17,34=38,104000,80
1289,18,34=42,112000,85
1289,19,34=46,120000,90
1289,20,34=50,128000,95
1290,1,31=1,0,0
1290,2,31=2,500,6
1290,3,31=3,1000,10
1290,4,31=4,2000,15
1290,5,31=5,4000,20
1290,6,32=6,8000,25
1290,7,32=8,10000,30
1290,8,32=10,12000,35
1290,9,32=12,14000,40
1290,10,32=14,16000,45
1290,11,33=17,32000,50
1290,12,33=20,36000,55
1290,13,33=23,40000,60
1290,14,33=26,44000,65
1290,15,33=30,48000,70
1290,16,34=34,96000,75
1290,17,34=38,104000,80
1290,18,34=42,112000,85
1290,19,34=46,120000,90
1290,20,34=50,128000,95
1291,1,31=1,0,0
1291,2,31=2,500,6
1291,3,31=3,1000,10
1291,4,31=4,2000,15
1291,5,31=5,4000,20
1291,6,32=6,8000,25
1291,7,32=8,10000,30
1291,8,32=10,12000,35
1291,9,32=12,14000,40
1291,10,32=14,16000,45
1291,11,33=17,32000,50
1291,12,33=20,36000,55
1291,13,33=23,40000,60
1291,14,33=26,44000,65
1291,15,33=30,48000,70
1291,16,34=34,96000,75
1291,17,34=38,104000,80
1291,18,34=42,112000,85
1291,19,34=46,120000,90
1291,20,34=50,128000,95
1292,1,31=1,0,0
1292,2,31=2,500,6
1292,3,31=3,1000,10
1292,4,31=4,2000,15
1292,5,31=5,4000,20
1292,6,32=6,8000,25
1292,7,32=8,10000,30
1292,8,32=10,12000,35
1292,9,32=12,14000,40
1292,10,32=14,16000,45
1292,11,33=17,32000,50
1292,12,33=20,36000,55
1292,13,33=23,40000,60
1292,14,33=26,44000,65
1292,15,33=30,48000,70
1292,16,34=34,96000,75
1292,17,34=38,104000,80
1292,18,34=42,112000,85
1292,19,34=46,120000,90
1292,20,34=50,128000,95
1293,1,31=1,0,0
1293,2,31=2,500,6
1293,3,31=3,1000,10
1293,4,31=4,2000,15
1293,5,31=5,4000,20
1293,6,32=6,8000,25
1293,7,32=8,10000,30
1293,8,32=10,12000,35
1293,9,32=12,14000,40
1293,10,32=14,16000,45
1293,11,33=17,32000,50
1293,12,33=20,36000,55
1293,13,33=23,40000,60
1293,14,33=26,44000,65
1293,15,33=30,48000,70
1293,16,34=34,96000,75
1293,17,34=38,104000,80
1293,18,34=42,112000,85
1293,19,34=46,120000,90
1293,20,34=50,128000,95
1294,1,31=1,0,0
1294,2,31=2,500,6
1294,3,31=3,1000,10
1294,4,31=4,2000,15
1294,5,31=5,4000,20
1294,6,32=6,8000,25
1294,7,32=8,10000,30
1294,8,32=10,12000,35
1294,9,32=12,14000,40
1294,10,32=14,16000,45
1294,11,33=17,32000,50
1294,12,33=20,36000,55
1294,13,33=23,40000,60
1294,14,33=26,44000,65
1294,15,33=30,48000,70
1294,16,34=34,96000,75
1294,17,34=38,104000,80
1294,18,34=42,112000,85
1294,19,34=46,120000,90
1294,20,34=50,128000,95
1295,1,31=1,0,0
1295,2,31=2,500,6
1295,3,31=3,1000,10
1295,4,31=4,2000,15
1295,5,31=5,4000,20
1295,6,32=6,8000,25
1295,7,32=8,10000,30
1295,8,32=10,12000,35
1295,9,32=12,14000,40
1295,10,32=14,16000,45
1295,11,33=17,32000,50
1295,12,33=20,36000,55
1295,13,33=23,40000,60
1295,14,33=26,44000,65
1295,15,33=30,48000,70
1295,16,34=34,96000,75
1295,17,34=38,104000,80
1295,18,34=42,112000,85
1295,19,34=46,120000,90
1295,20,34=50,128000,95
1296,1,31=1,0,0
1296,2,31=2,500,6
1296,3,31=3,1000,10
1296,4,31=4,2000,15
1296,5,31=5,4000,20
1296,6,32=6,8000,25
1296,7,32=8,10000,30
1296,8,32=10,12000,35
1296,9,32=12,14000,40
1296,10,32=14,16000,45
1296,11,33=17,32000,50
1296,12,33=20,36000,55
1296,13,33=23,40000,60
1296,14,33=26,44000,65
1296,15,33=30,48000,70
1296,16,34=34,96000,75
1296,17,34=38,104000,80
1296,18,34=42,112000,85
1296,19,34=46,120000,90
1296,20,34=50,128000,95
1297,1,31=1,0,0
1297,2,31=2,500,6
1297,3,31=3,1000,10
1297,4,31=4,2000,15
1297,5,31=5,4000,20
1297,6,32=6,8000,25
1297,7,32=8,10000,30
1297,8,32=10,12000,35
1297,9,32=12,14000,40
1297,10,32=14,16000,45
1297,11,33=17,32000,50
1297,12,33=20,36000,55
1297,13,33=23,40000,60
1297,14,33=26,44000,65
1297,15,33=30,48000,70
1297,16,34=34,96000,75
1297,17,34=38,104000,80
1297,18,34=42,112000,85
1297,19,34=46,120000,90
1297,20,34=50,128000,95
1298,1,31=1,0,0
1298,2,31=2,500,6
1298,3,31=3,1000,10
1298,4,31=4,2000,15
1298,5,31=5,4000,20
1298,6,32=6,8000,25
1298,7,32=8,10000,30
1298,8,32=10,12000,35
1298,9,32=12,14000,40
1298,10,32=14,16000,45
1298,11,33=17,32000,50
1298,12,33=20,36000,55
1298,13,33=23,40000,60
1298,14,33=26,44000,65
1298,15,33=30,48000,70
1298,16,34=34,96000,75
1298,17,34=38,104000,80
1298,18,34=42,112000,85
1298,19,34=46,120000,90
1298,20,34=50,128000,95
1299,1,31=1,0,0
1299,2,31=2,500,6
1299,3,31=3,1000,10
1299,4,31=4,2000,15
1299,5,31=5,4000,20
1299,6,32=6,8000,25
1299,7,32=8,10000,30
1299,8,32=10,12000,35
1299,9,32=12,14000,40
1299,10,32=14,16000,45
1299,11,33=17,32000,50
1299,12,33=20,36000,55
1299,13,33=23,40000,60
1299,14,33=26,44000,65
1299,15,33=30,48000,70
1299,16,34=34,96000,75
1299,17,34=38,104000,80
1299,18,34=42,112000,85
1299,19,34=46,120000,90
1299,20,34=50,128000,95
1300,1,31=1,0,0
1300,2,31=2,500,6
1300,3,31=3,1000,10
1300,4,31=4,2000,15
1300,5,31=5,4000,20
1300,6,32=6,8000,25
1300,7,32=8,10000,30
1300,8,32=10,12000,35
1300,9,32=12,14000,40
1300,10,32=14,16000,45
1300,11,33=17,32000,50
1300,12,33=20,36000,55
1300,13,33=23,40000,60
1300,14,33=26,44000,65
1300,15,33=30,48000,70
1300,16,34=34,96000,75
1300,17,34=38,104000,80
1300,18,34=42,112000,85
1300,19,34=46,120000,90
1300,20,34=50,128000,95
1301,1,31=1,0,0
1301,2,31=2,500,6
1301,3,31=3,1000,10
1301,4,31=4,2000,15
1301,5,31=5,4000,20
1301,6,32=6,8000,25
1301,7,32=8,10000,30
1301,8,32=10,12000,35
1301,9,32=12,14000,40
1301,10,32=14,16000,45
1301,11,33=17,32000,50
1301,12,33=20,36000,55
1301,13,33=23,40000,60
1301,14,33=26,44000,65
1301,15,33=30,48000,70
1301,16,34=34,96000,75
1301,17,34=38,104000,80
1301,18,34=42,112000,85
1301,19,34=46,120000,90
1301,20,34=50,128000,95
1302,1,31=1,0,0
1302,2,31=2,500,6
1302,3,31=3,1000,10
1302,4,31=4,2000,15
1302,5,31=5,4000,20
1302,6,32=6,8000,25
1302,7,32=8,10000,30
1302,8,32=10,12000,35
1302,9,32=12,14000,40
1302,10,32=14,16000,45
1302,11,33=17,32000,50
1302,12,33=20,36000,55
1302,13,33=23,40000,60
1302,14,33=26,44000,65
1302,15,33=30,48000,70
1302,16,34=34,96000,75
1302,17,34=38,104000,80
1302,18,34=42,112000,85
1302,19,34=46,120000,90
1302,20,34=50,128000,95
1303,1,31=1,0,0
1303,2,31=2,500,6
1303,3,31=3,1000,10
1303,4,31=4,2000,15
1303,5,31=5,4000,20
1303,6,32=6,8000,25
1303,7,32=8,10000,30
1303,8,32=10,12000,35
1303,9,32=12,14000,40
1303,10,32=14,16000,45
1303,11,33=17,32000,50
1303,12,33=20,36000,55
1303,13,33=23,40000,60
1303,14,33=26,44000,65
1303,15,33=30,48000,70
1303,16,34=34,96000,75
1303,17,34=38,104000,80
1303,18,34=42,112000,85
1303,19,34=46,120000,90
1303,20,34=50,128000,95
1304,1,31=1,0,0
1304,2,31=2,500,6
1304,3,31=3,1000,10
1304,4,31=4,2000,15
1304,5,31=5,4000,20
1304,6,32=6,8000,25
1304,7,32=8,10000,30
1304,8,32=10,12000,35
1304,9,32=12,14000,40
1304,10,32=14,16000,45
1304,11,33=17,32000,50
1304,12,33=20,36000,55
1304,13,33=23,40000,60
1304,14,33=26,44000,65
1304,15,33=30,48000,70
1304,16,34=34,96000,75
1304,17,34=38,104000,80
1304,18,34=42,112000,85
1304,19,34=46,120000,90
1304,20,34=50,128000,95
1305,1,31=1,0,0
1305,2,31=2,500,6
1305,3,31=3,1000,10
1305,4,31=4,2000,15
1305,5,31=5,4000,20
1305,6,32=6,8000,25
1305,7,32=8,10000,30
1305,8,32=10,12000,35
1305,9,32=12,14000,40
1305,10,32=14,16000,45
1305,11,33=17,32000,50
1305,12,33=20,36000,55
1305,13,33=23,40000,60
1305,14,33=26,44000,65
1305,15,33=30,48000,70
1305,16,34=34,96000,75
1305,17,34=38,104000,80
1305,18,34=42,112000,85
1305,19,34=46,120000,90
1305,20,34=50,128000,95
1306,1,31=1,0,0
1306,2,31=2,500,6
1306,3,31=3,1000,10
1306,4,31=4,2000,15
1306,5,31=5,4000,20
1306,6,32=6,8000,25
1306,7,32=8,10000,30
1306,8,32=10,12000,35
1306,9,32=12,14000,40
1306,10,32=14,16000,45
1306,11,33=17,32000,50
1306,12,33=20,36000,55
1306,13,33=23,40000,60
1306,14,33=26,44000,65
1306,15,33=30,48000,70
1306,16,34=34,96000,75
1306,17,34=38,104000,80
1306,18,34=42,112000,85
1306,19,34=46,120000,90
1306,20,34=50,128000,95
1307,1,31=1,0,0
1307,2,31=2,500,6
1307,3,31=3,1000,10
1307,4,31=4,2000,15
1307,5,31=5,4000,20
1307,6,32=6,8000,25
1307,7,32=8,10000,30
1307,8,32=10,12000,35
1307,9,32=12,14000,40
1307,10,32=14,16000,45
1307,11,33=17,32000,50
1307,12,33=20,36000,55
1307,13,33=23,40000,60
1307,14,33=26,44000,65
1307,15,33=30,48000,70
1307,16,34=34,96000,75
1307,17,34=38,104000,80
1307,18,34=42,112000,85
1307,19,34=46,120000,90
1307,20,34=50,128000,95
1308,1,31=1,0,0
1308,2,31=2,500,6
1308,3,31=3,1000,10
1308,4,31=4,2000,15
1308,5,31=5,4000,20
1308,6,32=6,8000,25
1308,7,32=8,10000,30
1308,8,32=10,12000,35
1308,9,32=12,14000,40
1308,10,32=14,16000,45
1308,11,33=17,32000,50
1308,12,33=20,36000,55
1308,13,33=23,40000,60
1308,14,33=26,44000,65
1308,15,33=30,48000,70
1308,16,34=34,96000,75
1308,17,34=38,104000,80
1308,18,34=42,112000,85
1308,19,34=46,120000,90
1308,20,34=50,128000,95
1309,1,31=1,0,0
1309,2,31=2,500,6
1309,3,31=3,1000,10
1309,4,31=4,2000,15
1309,5,31=5,4000,20
1309,6,32=6,8000,25
1309,7,32=8,10000,30
1309,8,32=10,12000,35
1309,9,32=12,14000,40
1309,10,32=14,16000,45
1309,11,33=17,32000,50
1309,12,33=20,36000,55
1309,13,33=23,40000,60
1309,14,33=26,44000,65
1309,15,33=30,48000,70
1309,16,34=34,96000,75
1309,17,34=38,104000,80
1309,18,34=42,112000,85
1309,19,34=46,120000,90
1309,20,34=50,128000,95
1310,1,31=1,0,0
1310,2,31=2,500,6
1310,3,31=3,1000,10
1310,4,31=4,2000,15
1310,5,31=5,4000,20
1310,6,32=6,8000,25
1310,7,32=8,10000,30
1310,8,32=10,12000,35
1310,9,32=12,14000,40
1310,10,32=14,16000,45
1310,11,33=17,32000,50
1310,12,33=20,36000,55
1310,13,33=23,40000,60
1310,14,33=26,44000,65
1310,15,33=30,48000,70
1310,16,34=34,96000,75
1310,17,34=38,104000,80
1310,18,34=42,112000,85
1310,19,34=46,120000,90
1310,20,34=50,128000,95
1311,1,31=1,0,0
1311,2,31=2,500,6
1311,3,31=3,1000,10
1311,4,31=4,2000,15
1311,5,31=5,4000,20
1311,6,32=6,8000,25
1311,7,32=8,10000,30
1311,8,32=10,12000,35
1311,9,32=12,14000,40
1311,10,32=14,16000,45
1311,11,33=17,32000,50
1311,12,33=20,36000,55
1311,13,33=23,40000,60
1311,14,33=26,44000,65
1311,15,33=30,48000,70
1311,16,34=34,96000,75
1311,17,34=38,104000,80
1311,18,34=42,112000,85
1311,19,34=46,120000,90
1311,20,34=50,128000,95
1312,1,31=1,0,0
1312,2,31=2,500,6
1312,3,31=3,1000,10
1312,4,31=4,2000,15
1312,5,31=5,4000,20
1312,6,32=6,8000,25
1312,7,32=8,10000,30
1312,8,32=10,12000,35
1312,9,32=12,14000,40
1312,10,32=14,16000,45
1312,11,33=17,32000,50
1312,12,33=20,36000,55
1312,13,33=23,40000,60
1312,14,33=26,44000,65
1312,15,33=30,48000,70
1312,16,34=34,96000,75
1312,17,34=38,104000,80
1312,18,34=42,112000,85
1312,19,34=46,120000,90
1312,20,34=50,128000,95
1313,1,31=1,0,0
1313,2,31=2,500,6
1313,3,31=3,1000,10
1313,4,31=4,2000,15
1313,5,31=5,4000,20
1313,6,32=6,8000,25
1313,7,32=8,10000,30
1313,8,32=10,12000,35
1313,9,32=12,14000,40
1313,10,32=14,16000,45
1313,11,33=17,32000,50
1313,12,33=20,36000,55
1313,13,33=23,40000,60
1313,14,33=26,44000,65
1313,15,33=30,48000,70
1313,16,34=34,96000,75
1313,17,34=38,104000,80
1313,18,34=42,112000,85
1313,19,34=46,120000,90
1313,20,34=50,128000,95
1314,1,31=1,0,0
1314,2,31=2,500,6
1314,3,31=3,1000,10
1314,4,31=4,2000,15
1314,5,31=5,4000,20
1314,6,32=6,8000,25
1314,7,32=8,10000,30
1314,8,32=10,12000,35
1314,9,32=12,14000,40
1314,10,32=14,16000,45
1314,11,33=17,32000,50
1314,12,33=20,36000,55
1314,13,33=23,40000,60
1314,14,33=26,44000,65
1314,15,33=30,48000,70
1314,16,34=34,96000,75
1314,17,34=38,104000,80
1314,18,34=42,112000,85
1314,19,34=46,120000,90
1314,20,34=50,128000,95
1315,1,31=1,0,0
1315,2,31=2,500,6
1315,3,31=3,1000,10
1315,4,31=4,2000,15
1315,5,31=5,4000,20
1315,6,32=6,8000,25
1315,7,32=8,10000,30
1315,8,32=10,12000,35
1315,9,32=12,14000,40
1315,10,32=14,16000,45
1315,11,33=17,32000,50
1315,12,33=20,36000,55
1315,13,33=23,40000,60
1315,14,33=26,44000,65
1315,15,33=30,48000,70
1315,16,34=34,96000,75
1315,17,34=38,104000,80
1315,18,34=42,112000,85
1315,19,34=46,120000,90
1315,20,34=50,128000,95
1316,1,31=1,0,0
1316,2,31=2,500,6
1316,3,31=3,1000,10
1316,4,31=4,2000,15
1316,5,31=5,4000,20
1316,6,32=6,8000,25
1316,7,32=8,10000,30
1316,8,32=10,12000,35
1316,9,32=12,14000,40
1316,10,32=14,16000,45
1316,11,33=17,32000,50
1316,12,33=20,36000,55
1316,13,33=23,40000,60
1316,14,33=26,44000,65
1316,15,33=30,48000,70
1316,16,34=34,96000,75
1316,17,34=38,104000,80
1316,18,34=42,112000,85
1316,19,34=46,120000,90
1316,20,34=50,128000,95
1317,1,31=1,0,0
1317,2,31=2,500,6
1317,3,31=3,1000,10
1317,4,31=4,2000,15
1317,5,31=5,4000,20
1317,6,32=6,8000,25
1317,7,32=8,10000,30
1317,8,32=10,12000,35
1317,9,32=12,14000,40
1317,10,32=14,16000,45
1317,11,33=17,32000,50
1317,12,33=20,36000,55
1317,13,33=23,40000,60
1317,14,33=26,44000,65
1317,15,33=30,48000,70
1317,16,34=34,96000,75
1317,17,34=38,104000,80
1317,18,34=42,112000,85
1317,19,34=46,120000,90
1317,20,34=50,128000,95
1318,1,31=1,0,0
1318,2,31=2,500,6
1318,3,31=3,1000,10
1318,4,31=4,2000,15
1318,5,31=5,4000,20
1318,6,32=6,8000,25
