技能ID,技能名称,技能描述,辅助描述,技能星级,可升等级,消耗,攻击次数,作用范围类型,作用对象,作用中心横坐标,作用对象职业,作用对象阵营,作用对象属性,效果阵营覆盖,阵营覆盖成长,效果职业覆盖,职业覆盖成长,二级属性临时变更,临时变更成长,攻击系数,攻击系数成长,攻击常数,攻击常数成长,中毒系数,中毒系数成长,中毒常数,中毒常数成长,持续时间,伤害次数,无视防御,催眠,催眠成长,吸血百分比,吸血成长,攻击偷取,攻击偷取成长,增加怒气消耗,增加怒气消耗成长,怒气值增加,怒气值增加成长,伤害类型,伤害效果成长,驱散debuff,技能子弹,BUFF ID,技能展示图片,技能音效,技能icon,技能卡牌资源
1446,陈纪,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1446,,,,resource/icon/skill/skill_icon.png,
1447,韩猛,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1447,,,,resource/icon/skill/skill_icon.png,
1448,黄祖,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1448,,,,resource/icon/skill/skill_icon.png,
1449,刘璋,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1449,,,,resource/icon/skill/skill_icon.png,
1450,孙桓,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1450,,,,resource/icon/skill/skill_icon.png,
1451,朱异,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1451,,,,resource/icon/skill/skill_icon.png,
1452,麴义,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1452,,,,resource/icon/skill/skill_icon.png,
1453,张勋,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1453,,,,resource/icon/skill/skill_icon.png,
1454,高览,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1454,,,,resource/icon/skill/skill_icon.png,
1455,淳于琼,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1455,,,,resource/icon/skill/skill_icon.png,
1456,曹真,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1456,,,,resource/icon/skill/skill_icon.png,
1457,韩遂,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1457,,,,resource/icon/skill/skill_icon.png,
1458,骆统,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1458,,,,resource/icon/skill/skill_icon.png,
1459,朱然,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1459,,,,resource/icon/skill/skill_icon.png,
1460,蒯越,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1460,,,,resource/icon/skill/skill_icon.png,
1461,董昭,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1461,,,,resource/icon/skill/skill_icon.png,
1462,陈群,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1462,,,,resource/icon/skill/skill_icon.png,
1463,费祎,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1463,,,,resource/icon/skill/skill_icon.png,
1464,郭攸之,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1464,,,,resource/icon/skill/skill_icon.png,
1465,孙峻,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1465,,,,resource/icon/skill/skill_icon.png,
1466,董袭,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1466,,,,resource/icon/skill/skill_icon.png,
1467,曹休,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1467,,,,resource/icon/skill/skill_icon.png,
1468,曹爽,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1468,,,,resource/icon/skill/skill_icon.png,
1469,曹睿,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1469,,,,resource/icon/skill/skill_icon.png,
1470,刘封,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1470,,,,resource/icon/skill/skill_icon.png,
1471,张鲁,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1471,,,,resource/icon/skill/skill_icon.png,
1472,张允,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1472,,,,resource/icon/skill/skill_icon.png,
1473,张宝,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1473,,,,resource/icon/skill/skill_icon.png,
1474,朱桓,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1474,,,,resource/icon/skill/skill_icon.png,
1475,曹纯,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1475,,,,resource/icon/skill/skill_icon.png,
1476,夏侯尚,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1476,,,,resource/icon/skill/skill_icon.png,
1477,张任,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1477,,,,resource/icon/skill/skill_icon.png,
1478,木鹿大王,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1478,,,,resource/icon/skill/skill_icon.png,
1479,于毒,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1479,,,,resource/icon/skill/skill_icon.png,
1480,眭固,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1480,,,,resource/icon/skill/skill_icon.png,
1481,程远志,对前列敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,2,1,,,,,,,,,0,,0.9,0.0218,,,0,0,,,0,0,,0,,,,,,,,,,,,,1481,,,,resource/icon/skill/skill_icon.png,
1482,刘虞,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1482,,,,resource/icon/skill/skill_icon.png,
1483,刘岱,对全体敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,4,1,,,,,,,,,0,,0.38,0.0092,,,0,0,,,0,0,,0,,,,,,,,,,,,,1483,,,,resource/icon/skill/skill_icon.png,
1484,刘繇,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1484,,,,resource/icon/skill/skill_icon.png,
1485,刘勋,对前排敌方将领造成%.1f%%基本攻击，附加%d伤害。,,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1485,,,,resource/icon/skill/skill_icon.png,
1486,无尽怒火,对敌方前方武将造成每回合%.1f%%攻击的伤害（无视防御），持续4回合。,1=23.2=0.56,,,,0,4,1,1,,,,,,,,0,,0,0,,,0.232,0.0056,,,4000,4,,0,,,,,,,,,,,,,1486,77,,,resource/icon/skill/skill_icon.png,
1487,横扫八方,对敌方前排武将造成%.1f%%的伤害。,1=85=2.05,,,,1,3,1,1,,,,,,,,0,,0.85,0.0206,,,0,0,,,0,0,,0,,,,,,,,,,,,,1487,,,,resource/icon/skill/skill_icon.png,
1488,初生牛犊,强化自身，提升自身生命%.1f%%。,1=8=0.8,,,,0,,,,,,,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1488,,,,resource/icon/skill/skill_icon.png,
1489,持久战术,对敌方后2排武将造成%.1f%%的伤害，且降低对方命中200，持续3秒。,1=45=1.1,,,,1,6,1,4,,,,,,,,0,,0.45,0.0109,,,0,0,,,0,0,,0,,,,,,,,,,,,,1489,1170,,,resource/icon/skill/skill_icon.png,
1490,直谏,回复己方生命低武将%.1f%%攻击的血量，且移除其所有负面状态。,1=68=1.65,,,,1,4,3,,,,2,,,,,0,,-0.68,-0.0165,,,0,0,,,0,0,,0,,,,,,,,,,,,1,1490,,,,resource/icon/skill/skill_icon.png,
1491,随势,当敌方受到群体范围状态时，自身机率获得该状态，技能等级越高成功率越高。,,,,,0,,,,,,,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1491,,,,resource/icon/skill/skill_icon.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,弩车,对前方一列造成%.1f%%的伤害。,,,,,1,2,1,,,,,,,,,0,,0.6,0.0238,,,0,0,,,0,0,,0,,,,,,,,,,,,,1600,,,,resource/icon/skill/skill_icon.png,
1601,藤甲远程,对前方武将造成%.1f%%的伤害。,,,,,1,4,1,1,,,,,,,,0,,1.02,0.0238,,,0,0,,,0,0,,0,,,,,,,,,,,,,1601,,,,resource/icon/skill/skill_icon.png,
1602,屠夫远程,对前方武将造成%.1f%%的伤害。,,,,,1,4,1,1,,,,,,,,0,,1.02,0.0238,,,0,0,,,0,0,,0,,,,,,,,,,,,,1602,,,,resource/icon/skill/skill_icon.png,
1603,投石车,后2排伤害,,,,,1,6,1,4,,,,,,,,0,,0.4,0.0238,,,0,0,,,0,0,,0,,,,,,,,,,,,,1603,,,,resource/icon/skill/skill_icon.png,
1604,酒鬼前排,前排伤害,,,,,1,3,1,1,,,,,,,,0,,0.68,0.0238,,,0,0,,,0,0,,0,,,,,,,,,,,,,1604,,,,resource/icon/skill/skill_icon.png,
1605,酒鬼前2排,前2排伤害,,,,,1,5,1,1,,,,,,,,0,,0.4,0.0238,,,0,0,,,0,0,,0,,,,,,,,,,,,,1605,,,,resource/icon/skill/skill_icon.png,
1606,老中医,单体治疗,,,,,0,4,3,,,,2,,,,,0,,0,0,,,-0.16,-0.0039,,,2000,4,,0,,,,,,,,,,,,,1606,15,,,resource/icon/skill/skill_icon.jpg,
1607,老中医,群体治疗,,,,,1,4,3,,,,,,,,,0,,-0.24,-0.0058,,,0,0,,,0,0,,0,,,,,,,,,,,,,1607,,,,resource/icon/skill/skill_icon.jpg,
1608,流浪剑客,打敌方全体,,,,,1,4,1,,,,,,,,,0,,0.32,0.0078,,,0,0,,,0,0,,0,,,,,,,,,,,,,1608,,,,resource/icon/skill/skill_icon.jpg,
1609,流浪剑客,打一列,,,,,1,2,1,,,,,,,,,0,,0.68,0.0165,,,0,0,,,0,0,,0,,,,,,,,,,,,,1609,,,,resource/icon/skill/skill_icon.jpg,
1610,驯兽师,打后方单体,,,,,1,4,1,4,,,,,,,,0,,1.2,0.0291,,,0,0,,,0,0,,0,,,,,,,,,,,,,1610,,,,resource/icon/skill/skill_icon.jpg,
1611,驯兽师,打全体,,,,,1,4,1,,,,,,,,,0,,0.32,0.0078,,,0,0,,,0,0,,0,,,,,,,,,,,,,1611,,,,resource/icon/skill/skill_icon.jpg,
1612,算命先生,前方单体2连击,,,,,2,4,1,1,,,,,,,,0,,0.6,0.0145,,,0,0,,,0,0,,0,,,,,,,,,,,,,1612,,,,resource/icon/skill/skill_icon.jpg,
1613,算命先生,给己方单体加攻击,,,,,1,4,3,,,,4,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1613,1061,,,resource/icon/skill/skill_icon.jpg,
1614,算命先生,复活,,,,,0,,,,,,,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,1614,,,,resource/icon/skill/skill_icon.jpg,
1615,恶霸,打前排,,,,,1,3,1,1,,,,,,,,0,,0.66,0.016,,,0,0,,,0,0,,0,,,,,,,,,,,,,1615,,,,resource/icon/skill/skill_icon.jpg,
1616,恶霸,打前方单体，附带流血,,,,,1,4,1,1,,,,,,,,0,,1,0.0242,,,0.05,0.0012,,,4000,4,,0,,,,,,,,,,,,,1616,75,,,resource/icon/skill/skill_icon.jpg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,黄天当立,对敌方所有将领造成每回合%.1f%%攻击的伤害（无视防御），持续4个回合，并机率使其缓速，持续6秒。,1=18=0.45,,20,4,0,4,1,,,,,,,,,0,,0,0,,,0.18,0.0045,,,4000,4,,0,,,,,,,,,,,,,520,76 1000,resource/skill_info_pic/17.png,,resource/icon/skill/skill_icon.png,
2001,妙才阳谋,对敌方全体将领造成每回合%.1f%%攻击的伤害（无视防御），持续4回合，并机率使其冰冻，持续3秒。,1=18=0.45,,20,4,0,4,1,,,,,,,,,0,,0,0,,,0.18,0.0045,,,4000,4,,0,,,,,,,,,,,,,204,78 1001,resource/skill_info_pic/24.png,,resource/icon/skill/34.png,
2002,奇门遁甲,己方全体将领获得无敌状态，该状态下不受任何伤害，持续%.1f秒。,1=1.5=0.075,,20,4,0,4,3,,,,,,,,,0,,0,0,,,0,0,,,0,0,,0,,,,,,,,,,,,,215,1002,resource/skill_info_pic/35.png,,resource/icon/skill/49.png,
2003,江东霸王,对全体敌方武将造成%.1f%%的伤害，且附带249的暴击值。,1=108=2.7,,20,4,1,4,1,,,,,,,,,3=249,,1.08,0.027,,,0,0,,,0,0,,0,,,,,,,,,,,,,401,505,resource/skill_info_pic/50.png,,resource/icon/skill/39.png,
2004,文德奔流,对敌方所有将领造成%.1f%%的伤害，并机率使其缓速，持续6秒。,1=104=2.6,,20,4,1,4,1,,,,,,,,,0,,1.04,0.026,,,0,0,,,0,0,,0,,,,,,,,,,,,,211,506,resource/skill_info_pic/16.png,,resource/icon/skill/102.png,
